Order_ID,Order_Date,Ship_Date,Region,Country,Category,Sub_Category,Product_Name,Sales,Profit,Quantity
ORD-100252,2019-03-29,2019-04-02,East,Canada,Office Supplies,Paper,Paper Product 252,282.02,16.52,2
ORD-100253,2019-04-20,2019-04-25,West,India,Furniture,Tables,Tables Product 253,844.34,178.43,7
ORD-100254,2019-02-14,2019-02-18,Central,India,Furniture,Tables,Tables Product 254,1442.49,207.04,6
ORD-100255,2019-06-04,2019-06-09,West,India,Technology,Accessories,Accessories Product 255,971.05,181.86,3
ORD-100256,2019-08-10,2019-08-13,East,UK,Furniture,Chairs,Chairs Product 256,300.87,31.38,5
ORD-100257,2019-03-09,2019-03-10,West,USA,Furniture,Chairs,Chairs Product 257,486.97,36.95,6
ORD-100258,2019-12-18,2019-12-21,East,Canada,Furniture,Bookcases,Bookcases Product 258,701.39,51.92,1
ORD-100259,2019-04-07,2019-04-09,West,USA,Technology,Phones,Phones Product 259,202.82,15.78,8
ORD-100260,2019-04-24,2019-04-29,East,Canada,Technology,Phones,Phones Product 260,408.94,76.84,7
ORD-100261,2019-02-25,2019-02-27,South,Canada,Furniture,Bookcases,Bookcases Product 261,1214.04,104.55,10
ORD-100262,2019-02-18,2019-02-23,West,UK,Technology,Accessories,Accessories Product 262,739.14,84.73,6
ORD-100263,2019-03-06,2019-03-07,Central,India,Furniture,Tables,Tables Product 263,1777.93,364.81,8
ORD-100264,2019-07-17,2019-07-21,South,Canada,Technology,Laptops,Laptops Product 264,515.17,52.6,3
ORD-100265,2019-06-18,2019-06-23,Central,Canada,Office Supplies,Paper,Paper Product 265,998.41,191.05,8
ORD-100266,2019-07-20,2019-07-21,Central,Canada,Office Supplies,Storage,Storage Product 266,550.12,74.57,7
ORD-100267,2019-12-18,2019-12-20,South,India,Technology,Phones,Phones Product 267,478.57,61.27,4
ORD-100268,2019-02-14,2019-02-18,West,Canada,Furniture,Chairs,Chairs Product 268,666.61,96.42,2
ORD-100269,2019-08-14,2019-08-18,West,India,Technology,Phones,Phones Product 269,684.48,136.1,10
ORD-100270,2019-04-27,2019-04-28,Central,USA,Technology,Phones,Phones Product 270,1805.8,298.58,4
ORD-100271,2019-08-08,2019-08-13,East,Canada,Furniture,Chairs,Chairs Product 271,1809.96,299.05,3
ORD-100272,2019-09-18,2019-09-21,East,UK,Office Supplies,Storage,Storage Product 272,416.45,61.01,5
ORD-100273,2019-07-10,2019-07-12,East,India,Office Supplies,Paper,Paper Product 273,1884.17,453.68,9
ORD-100274,2019-12-14,2019-12-16,South,India,Technology,Phones,Phones Product 274,729.67,86.07,9
ORD-100275,2019-06-05,2019-06-08,West,India,Furniture,Chairs,Chairs Product 275,1882.92,451.37,10
ORD-100276,2019-11-08,2019-11-09,South,Canada,Technology,Accessories,Accessories Product 276,705.73,130.63,8
ORD-100277,2019-02-28,2019-03-03,West,Canada,Technology,Accessories,Accessories Product 277,1512.62,126.18,3
ORD-100278,2019-03-06,2019-03-08,Central,UK,Office Supplies,Paper,Paper Product 278,413.71,54.97,2
ORD-100279,2019-01-22,2019-01-27,South,India,Furniture,Chairs,Chairs Product 279,1966.03,472.37,1
ORD-100280,2019-01-11,2019-01-16,West,UK,Furniture,Chairs,Chairs Product 280,1475.69,258.9,2
ORD-100281,2019-02-02,2019-02-06,West,UK,Furniture,Chairs,Chairs Product 281,484.97,105.1,10
ORD-100282,2019-04-17,2019-04-21,South,USA,Furniture,Bookcases,Bookcases Product 282,110.99,14.47,7
ORD-100283,2019-05-20,2019-05-23,South,Canada,Office Supplies,Paper,Paper Product 283,80.93,15.76,2
ORD-100284,2019-10-06,2019-10-10,South,India,Furniture,Bookcases,Bookcases Product 284,63.5,15.58,1
ORD-100285,2019-10-24,2019-10-29,East,India,Office Supplies,Binders,Binders Product 285,1238.53,254.32,9
ORD-100286,2019-01-30,2019-01-31,South,UK,Furniture,Bookcases,Bookcases Product 286,434.23,56.49,3
ORD-100287,2019-10-06,2019-10-10,Central,USA,Office Supplies,Storage,Storage Product 287,1376.68,330.81,9
ORD-100288,2019-07-02,2019-07-04,Central,Canada,Furniture,Tables,Tables Product 288,784.1,156.32,6
ORD-100289,2019-07-21,2019-07-23,South,USA,Office Supplies,Paper,Paper Product 289,690.52,59.13,4
ORD-100290,2019-05-26,2019-05-29,Central,India,Office Supplies,Binders,Binders Product 290,1302.85,189.21,6
ORD-100291,2019-11-01,2019-11-03,East,USA,Technology,Phones,Phones Product 291,721.9,169.41,6
ORD-100292,2019-08-21,2019-08-26,West,USA,Technology,Laptops,Laptops Product 292,1641.24,219.07,8
ORD-100293,2019-05-19,2019-05-22,South,USA,Furniture,Bookcases,Bookcases Product 293,1901.88,392.2,5
ORD-100294,2019-02-04,2019-02-09,East,USA,Furniture,Bookcases,Bookcases Product 294,1183.36,250.73,8
ORD-100295,2019-04-23,2019-04-26,West,India,Technology,Accessories,Accessories Product 295,923.47,71.84,4
ORD-100296,2019-03-31,2019-04-01,West,USA,Office Supplies,Storage,Storage Product 296,1289.4,318.46,4
ORD-100297,2019-08-09,2019-08-11,Central,USA,Office Supplies,Paper,Paper Product 297,1371.05,265.46,4
ORD-100298,2019-12-05,2019-12-07,South,India,Technology,Phones,Phones Product 298,1221.19,292.13,10
ORD-100299,2019-08-12,2019-08-15,Central,India,Technology,Phones,Phones Product 299,1354.5,275.17,3
ORD-100300,2019-01-15,2019-01-20,South,Canada,Technology,Laptops,Laptops Product 300,1355.14,212.9,10
ORD-100301,2019-08-07,2019-08-12,East,India,Furniture,Bookcases,Bookcases Product 301,1789.01,194.06,7
ORD-100302,2019-03-23,2019-03-28,West,UK,Technology,Phones,Phones Product 302,359.56,52.48,10
ORD-100303,2019-04-10,2019-04-15,West,USA,Technology,Accessories,Accessories Product 303,893.42,220.75,9
ORD-100304,2019-11-04,2019-11-06,East,India,Office Supplies,Binders,Binders Product 304,141.12,17.06,1
ORD-100305,2019-02-17,2019-02-21,Central,Canada,Office Supplies,Binders,Binders Product 305,1446.43,220.25,5
ORD-100306,2019-01-29,2019-02-01,East,Canada,Office Supplies,Binders,Binders Product 306,804.9,194.08,8
ORD-100307,2019-12-17,2019-12-22,South,India,Office Supplies,Binders,Binders Product 307,1795.84,361.26,1
ORD-100308,2019-11-02,2019-11-07,South,UK,Office Supplies,Binders,Binders Product 308,1033.3,60.27,10
ORD-100309,2019-12-22,2019-12-26,West,UK,Technology,Laptops,Laptops Product 309,977.58,73.91,2
ORD-100310,2019-11-21,2019-11-24,West,UK,Technology,Phones,Phones Product 310,291.17,48.65,2
ORD-100311,2019-08-28,2019-08-31,South,USA,Furniture,Tables,Tables Product 311,196.1,28.27,4
ORD-100312,2019-06-06,2019-06-09,South,India,Technology,Laptops,Laptops Product 312,1161.72,120.09,8
ORD-100313,2019-02-27,2019-03-02,East,India,Furniture,Bookcases,Bookcases Product 313,324.38,18.76,6
ORD-100314,2019-05-23,2019-05-26,East,India,Technology,Accessories,Accessories Product 314,1950.2,244.87,6
ORD-100315,2019-05-21,2019-05-24,East,India,Furniture,Tables,Tables Product 315,1721.7,195.27,5
ORD-100316,2019-10-08,2019-10-09,East,Canada,Furniture,Chairs,Chairs Product 316,921.08,167.63,6
ORD-100317,2019-04-05,2019-04-07,West,India,Technology,Phones,Phones Product 317,849.57,54.81,6
ORD-100318,2019-10-15,2019-10-20,West,USA,Technology,Laptops,Laptops Product 318,431.47,98.27,9
ORD-100319,2019-08-28,2019-08-31,Central,Canada,Furniture,Bookcases,Bookcases Product 319,790.4,196.26,10
ORD-100320,2019-08-30,2019-09-02,Central,USA,Technology,Accessories,Accessories Product 320,1294.94,318.36,4
ORD-100321,2019-07-31,2019-08-05,East,Canada,Furniture,Tables,Tables Product 321,1400.04,347.11,6
ORD-100322,2019-02-04,2019-02-05,South,USA,Technology,Laptops,Laptops Product 322,1784.88,337.57,1
ORD-100323,2019-02-17,2019-02-19,South,Canada,Technology,Accessories,Accessories Product 323,568.0,35.2,6
ORD-100324,2019-06-18,2019-06-20,South,UK,Technology,Phones,Phones Product 324,484.12,92.77,10
ORD-100325,2019-07-01,2019-07-02,West,Canada,Technology,Phones,Phones Product 325,1013.0,119.25,3
ORD-100326,2019-06-29,2019-07-04,Central,India,Technology,Accessories,Accessories Product 326,1886.58,461.99,3
ORD-100327,2019-09-03,2019-09-08,West,UK,Furniture,Tables,Tables Product 327,401.3,37.47,4
ORD-100328,2019-09-11,2019-09-14,East,Canada,Furniture,Chairs,Chairs Product 328,1267.23,306.09,10
ORD-100329,2019-03-10,2019-03-15,South,Canada,Furniture,Bookcases,Bookcases Product 329,875.88,137.36,3
ORD-100330,2019-09-01,2019-09-03,South,USA,Technology,Accessories,Accessories Product 330,290.25,17.41,6
ORD-100331,2019-12-13,2019-12-17,East,UK,Furniture,Tables,Tables Product 331,1753.84,401.56,1
ORD-100332,2019-03-07,2019-03-09,East,India,Office Supplies,Storage,Storage Product 332,504.48,52.26,9
ORD-100333,2019-03-21,2019-03-26,Central,Canada,Furniture,Chairs,Chairs Product 333,1380.23,247.57,4
ORD-100334,2019-08-18,2019-08-19,East,India,Office Supplies,Storage,Storage Product 334,577.93,111.88,7
ORD-100335,2019-01-07,2019-01-09,Central,UK,Office Supplies,Paper,Paper Product 335,579.6,60.3,10
ORD-100336,2019-07-15,2019-07-18,Central,India,Furniture,Chairs,Chairs Product 336,1918.16,305.68,7
ORD-100337,2019-07-10,2019-07-15,South,UK,Office Supplies,Paper,Paper Product 337,1824.76,221.22,4
ORD-100338,2019-08-14,2019-08-19,East,UK,Technology,Accessories,Accessories Product 338,591.54,134.03,4
ORD-100339,2019-02-19,2019-02-21,South,UK,Office Supplies,Paper,Paper Product 339,404.72,25.79,10
ORD-100340,2019-05-15,2019-05-18,Central,Canada,Office Supplies,Paper,Paper Product 340,1926.27,240.77,10
ORD-100341,2019-07-01,2019-07-05,Central,India,Office Supplies,Binders,Binders Product 341,133.62,30.93,9
ORD-100342,2019-08-15,2019-08-18,South,USA,Technology,Accessories,Accessories Product 342,457.55,94.54,3
ORD-100343,2019-11-26,2019-12-01,South,UK,Technology,Laptops,Laptops Product 343,1931.21,340.34,6
ORD-100344,2019-11-22,2019-11-24,South,USA,Furniture,Tables,Tables Product 344,332.02,21.81,7
ORD-100345,2019-05-11,2019-05-14,Central,India,Office Supplies,Binders,Binders Product 345,1625.74,290.31,4
ORD-100346,2019-10-30,2019-11-02,East,India,Office Supplies,Binders,Binders Product 346,342.92,17.68,8
ORD-100347,2019-11-26,2019-11-29,East,Canada,Furniture,Chairs,Chairs Product 347,677.34,50.21,5
ORD-100348,2019-05-25,2019-05-29,East,USA,Office Supplies,Paper,Paper Product 348,1731.61,363.52,5
ORD-100349,2019-04-23,2019-04-26,West,India,Office Supplies,Storage,Storage Product 349,172.04,9.29,6
ORD-100350,2019-09-14,2019-09-18,South,USA,Technology,Laptops,Laptops Product 350,1162.01,250.53,10
ORD-100351,2019-06-27,2019-07-02,South,India,Technology,Accessories,Accessories Product 351,1982.97,294.04,4
ORD-100352,2019-03-30,2019-04-04,Central,UK,Furniture,Bookcases,Bookcases Product 352,1258.04,307.97,9
ORD-100353,2019-10-24,2019-10-28,Central,USA,Technology,Laptops,Laptops Product 353,1993.37,239.14,2
ORD-100354,2019-09-24,2019-09-26,West,Canada,Furniture,Bookcases,Bookcases Product 354,612.53,39.83,10
ORD-100355,2019-12-24,2019-12-28,South,USA,Office Supplies,Storage,Storage Product 355,390.17,87.93,6
ORD-100356,2019-06-08,2019-06-10,South,Canada,Technology,Laptops,Laptops Product 356,575.58,32.06,2
ORD-100357,2019-10-16,2019-10-18,Central,UK,Office Supplies,Binders,Binders Product 357,359.56,88.82,4
ORD-100358,2019-01-12,2019-01-16,South,Canada,Office Supplies,Storage,Storage Product 358,1696.57,181.92,7
ORD-100359,2019-06-04,2019-06-06,West,India,Furniture,Bookcases,Bookcases Product 359,1299.38,115.38,8
ORD-100360,2019-09-04,2019-09-09,East,India,Office Supplies,Storage,Storage Product 360,952.29,166.34,1
ORD-100361,2019-11-28,2019-11-30,East,UK,Office Supplies,Storage,Storage Product 361,279.68,27.23,10
ORD-100362,2019-05-07,2019-05-10,South,USA,Technology,Accessories,Accessories Product 362,344.64,30.45,10
ORD-100363,2019-08-24,2019-08-29,West,India,Technology,Phones,Phones Product 363,1607.11,208.23,2
ORD-100364,2019-03-27,2019-04-01,East,Canada,Office Supplies,Paper,Paper Product 364,373.18,43.48,6
ORD-100365,2019-08-29,2019-08-31,West,India,Furniture,Tables,Tables Product 365,728.72,141.41,5
ORD-100366,2019-07-24,2019-07-29,Central,India,Furniture,Tables,Tables Product 366,1435.69,171.53,1
ORD-100367,2019-01-31,2019-02-03,South,UK,Furniture,Chairs,Chairs Product 367,1410.2,341.23,3
ORD-100368,2019-11-23,2019-11-27,Central,UK,Furniture,Chairs,Chairs Product 368,1834.55,345.62,7
ORD-100369,2019-11-13,2019-11-16,East,India,Furniture,Chairs,Chairs Product 369,1133.92,199.47,3
ORD-100370,2019-11-11,2019-11-16,South,Canada,Furniture,Chairs,Chairs Product 370,1983.7,369.73,8
ORD-100371,2019-09-24,2019-09-28,East,Canada,Office Supplies,Binders,Binders Product 371,789.5,180.45,1
ORD-100372,2019-01-02,2019-01-04,West,Canada,Technology,Laptops,Laptops Product 372,1449.35,214.06,8
ORD-100373,2019-11-10,2019-11-14,West,UK,Office Supplies,Paper,Paper Product 373,998.94,227.36,1
ORD-100374,2019-03-10,2019-03-15,West,USA,Furniture,Tables,Tables Product 374,1756.35,212.7,7
ORD-100375,2019-12-28,2019-12-29,West,Canada,Technology,Laptops,Laptops Product 375,1147.73,213.16,9
ORD-100376,2020-01-01,2020-01-02,South,India,Technology,Accessories,Accessories Product 376,884.87,170.2,10
ORD-100377,2019-07-19,2019-07-21,South,USA,Technology,Phones,Phones Product 377,369.36,58.67,7
ORD-100378,2019-01-06,2019-01-08,West,UK,Technology,Laptops,Laptops Product 378,412.7,58.45,2
ORD-100379,2019-03-23,2019-03-26,East,USA,Office Supplies,Storage,Storage Product 379,329.42,46.7,1
ORD-100380,2019-02-08,2019-02-09,West,UK,Office Supplies,Binders,Binders Product 380,1086.95,227.47,8
ORD-100381,2019-12-07,2019-12-11,Central,USA,Furniture,Bookcases,Bookcases Product 381,666.34,71.33,6
ORD-100382,2019-09-04,2019-09-08,Central,UK,Furniture,Chairs,Chairs Product 382,1804.62,268.98,8
ORD-100383,2019-09-27,2019-09-29,South,USA,Furniture,Chairs,Chairs Product 383,761.48,96.24,3
ORD-100384,2019-11-28,2019-11-30,Central,USA,Office Supplies,Storage,Storage Product 384,1125.74,146.93,8
ORD-100385,2019-08-22,2019-08-23,Central,USA,Office Supplies,Paper,Paper Product 385,1690.3,397.94,7
ORD-100386,2019-04-22,2019-04-23,West,Canada,Office Supplies,Paper,Paper Product 386,1150.82,221.92,5
ORD-100387,2019-01-09,2019-01-13,East,UK,Furniture,Chairs,Chairs Product 387,742.88,117.38,3
ORD-100388,2019-11-05,2019-11-09,West,USA,Office Supplies,Storage,Storage Product 388,1899.98,180.28,6
ORD-100389,2019-03-20,2019-03-21,West,Canada,Office Supplies,Paper,Paper Product 389,1910.8,254.0,10
ORD-100390,2019-05-27,2019-05-31,East,India,Office Supplies,Binders,Binders Product 390,1772.28,385.52,9
ORD-100391,2019-01-07,2019-01-11,Central,Canada,Technology,Phones,Phones Product 391,588.74,65.82,6
ORD-100392,2019-03-05,2019-03-06,Central,Canada,Technology,Phones,Phones Product 392,721.62,66.2,10
ORD-100393,2019-10-23,2019-10-25,South,UK,Technology,Phones,Phones Product 393,620.61,128.17,1
ORD-100394,2019-06-10,2019-06-14,Central,Canada,Technology,Laptops,Laptops Product 394,1416.74,318.03,4
ORD-100395,2019-01-25,2019-01-27,West,UK,Technology,Phones,Phones Product 395,815.74,137.58,5
ORD-100396,2019-06-19,2019-06-22,West,USA,Technology,Laptops,Laptops Product 396,605.48,91.72,3
ORD-100397,2019-11-14,2019-11-19,East,India,Furniture,Chairs,Chairs Product 397,946.89,189.45,3
ORD-100398,2019-11-16,2019-11-20,East,UK,Furniture,Chairs,Chairs Product 398,829.87,160.83,8
ORD-100399,2019-07-06,2019-07-08,East,Canada,Office Supplies,Paper,Paper Product 399,1723.81,159.95,1
ORD-100400,2019-07-19,2019-07-24,South,Canada,Furniture,Chairs,Chairs Product 400,1236.08,266.3,5
ORD-100401,2019-04-10,2019-04-14,South,USA,Technology,Accessories,Accessories Product 401,1006.66,148.29,9
ORD-100402,2019-09-21,2019-09-24,West,UK,Technology,Phones,Phones Product 402,740.76,166.43,4
ORD-100403,2019-01-08,2019-01-12,West,UK,Office Supplies,Paper,Paper Product 403,1246.08,156.02,3
ORD-100404,2019-11-26,2019-11-28,East,USA,Furniture,Bookcases,Bookcases Product 404,836.26,73.42,4
ORD-100405,2019-04-12,2019-04-16,West,Canada,Furniture,Tables,Tables Product 405,744.53,156.63,8
ORD-100406,2019-12-17,2019-12-22,West,India,Office Supplies,Storage,Storage Product 406,164.07,31.17,1
ORD-100407,2019-09-30,2019-10-03,Central,UK,Technology,Accessories,Accessories Product 407,882.98,134.3,10
ORD-100408,2019-12-05,2019-12-10,East,USA,Office Supplies,Storage,Storage Product 408,1519.08,167.77,7
ORD-100409,2019-05-25,2019-05-26,Central,India,Furniture,Chairs,Chairs Product 409,770.03,74.29,1
ORD-100410,2019-04-01,2019-04-06,West,Canada,Office Supplies,Binders,Binders Product 410,232.88,51.47,2
ORD-100411,2019-07-26,2019-07-28,East,India,Technology,Laptops,Laptops Product 411,1386.07,298.59,6
ORD-100412,2019-02-07,2019-02-12,South,India,Technology,Accessories,Accessories Product 412,305.18,46.8,7
ORD-100413,2019-07-25,2019-07-29,Central,Canada,Office Supplies,Paper,Paper Product 413,1288.82,133.61,9
ORD-100414,2019-06-27,2019-06-28,South,India,Office Supplies,Paper,Paper Product 414,1348.54,201.0,2
ORD-100415,2019-06-24,2019-06-25,Central,UK,Technology,Phones,Phones Product 415,902.56,85.8,9
ORD-100416,2019-10-29,2019-11-01,South,Canada,Office Supplies,Binders,Binders Product 416,1099.5,101.22,4
ORD-100417,2019-06-19,2019-06-24,East,UK,Office Supplies,Binders,Binders Product 417,1755.53,151.84,4
ORD-100418,2019-06-04,2019-06-07,Central,India,Furniture,Chairs,Chairs Product 418,480.23,50.23,9
ORD-100419,2019-10-06,2019-10-09,East,India,Furniture,Tables,Tables Product 419,1504.24,172.25,2
ORD-100420,2019-09-16,2019-09-19,Central,USA,Office Supplies,Binders,Binders Product 420,452.28,23.31,9
ORD-100421,2019-08-05,2019-08-08,West,USA,Technology,Accessories,Accessories Product 421,1265.81,116.19,9
ORD-100422,2019-10-30,2019-11-01,East,USA,Technology,Laptops,Laptops Product 422,1149.24,257.42,8
ORD-100423,2019-02-17,2019-02-21,Central,USA,Technology,Accessories,Accessories Product 423,1334.03,137.21,2
ORD-100424,2019-04-29,2019-04-30,East,Canada,Technology,Accessories,Accessories Product 424,1902.31,347.79,9
ORD-100425,2019-08-28,2019-08-30,Central,USA,Furniture,Chairs,Chairs Product 425,1537.24,238.68,1
ORD-100426,2019-07-07,2019-07-10,South,UK,Furniture,Tables,Tables Product 426,397.76,87.34,8
ORD-100427,2019-02-02,2019-02-05,Central,Canada,Technology,Phones,Phones Product 427,1373.91,82.03,4
ORD-100428,2019-05-12,2019-05-15,Central,Canada,Furniture,Tables,Tables Product 428,1528.51,228.8,6
ORD-100429,2019-11-01,2019-11-06,South,UK,Furniture,Tables,Tables Product 429,1171.82,200.92,7
ORD-100430,2019-08-30,2019-09-03,South,UK,Furniture,Tables,Tables Product 430,859.82,93.25,1
ORD-100431,2019-05-01,2019-05-05,East,India,Furniture,Tables,Tables Product 431,1922.55,394.54,3
ORD-100432,2019-11-24,2019-11-25,West,UK,Technology,Phones,Phones Product 432,1986.61,127.3,6
ORD-100433,2019-01-25,2019-01-29,South,India,Technology,Accessories,Accessories Product 433,789.13,56.7,6
ORD-100434,2019-12-11,2019-12-15,South,India,Technology,Phones,Phones Product 434,832.41,68.85,6
ORD-100435,2019-03-11,2019-03-15,Central,UK,Furniture,Bookcases,Bookcases Product 435,1554.86,169.49,7
ORD-100436,2019-12-01,2019-12-05,West,UK,Furniture,Bookcases,Bookcases Product 436,1314.59,290.23,3
ORD-100437,2019-01-12,2019-01-17,East,USA,Technology,Phones,Phones Product 437,1660.07,362.41,3
ORD-100438,2019-03-15,2019-03-18,East,USA,Furniture,Chairs,Chairs Product 438,198.28,48.49,7
ORD-100439,2019-10-21,2019-10-24,Central,UK,Furniture,Bookcases,Bookcases Product 439,1502.76,123.43,1
ORD-100440,2019-03-13,2019-03-16,Central,USA,Office Supplies,Paper,Paper Product 440,641.46,123.58,6
ORD-100441,2019-10-21,2019-10-26,West,India,Office Supplies,Storage,Storage Product 441,940.73,161.89,10
ORD-100442,2019-11-20,2019-11-22,East,Canada,Technology,Phones,Phones Product 442,1613.05,91.7,1
ORD-100443,2019-02-10,2019-02-14,East,USA,Technology,Laptops,Laptops Product 443,564.54,75.08,1
ORD-100444,2019-10-19,2019-10-21,South,USA,Office Supplies,Binders,Binders Product 444,1044.9,176.36,8
ORD-100445,2019-05-23,2019-05-27,Central,India,Furniture,Chairs,Chairs Product 445,1853.12,105.96,9
ORD-100446,2019-07-02,2019-07-06,East,Canada,Technology,Phones,Phones Product 446,1224.32,253.18,9
ORD-100447,2019-06-19,2019-06-22,East,UK,Technology,Phones,Phones Product 447,816.56,173.41,5
ORD-100448,2019-10-25,2019-10-30,West,India,Technology,Phones,Phones Product 448,794.61,103.42,2
ORD-100449,2019-10-29,2019-11-03,West,UK,Technology,Laptops,Laptops Product 449,1623.47,369.57,7
ORD-100450,2019-05-13,2019-05-17,West,India,Office Supplies,Paper,Paper Product 450,519.56,91.7,10
ORD-100451,2019-11-10,2019-11-15,East,UK,Office Supplies,Paper,Paper Product 451,560.75,131.17,2
ORD-100452,2019-10-21,2019-10-23,West,India,Furniture,Chairs,Chairs Product 452,112.93,10.67,4
ORD-100453,2019-01-04,2019-01-07,West,Canada,Furniture,Chairs,Chairs Product 453,280.9,46.06,3
ORD-100454,2019-04-17,2019-04-18,South,India,Technology,Accessories,Accessories Product 454,948.48,206.12,8
ORD-100455,2019-12-24,2019-12-27,South,Canada,Technology,Phones,Phones Product 455,603.02,49.36,6
ORD-100456,2019-07-29,2019-08-03,West,UK,Furniture,Chairs,Chairs Product 456,130.04,20.03,1
ORD-100457,2019-03-05,2019-03-06,East,UK,Technology,Accessories,Accessories Product 457,389.99,39.07,4
ORD-100458,2019-07-05,2019-07-08,South,India,Furniture,Bookcases,Bookcases Product 458,1670.83,332.48,4
ORD-100459,2019-04-18,2019-04-19,East,India,Technology,Phones,Phones Product 459,1745.81,156.74,7
ORD-100460,2019-01-24,2019-01-26,West,India,Furniture,Chairs,Chairs Product 460,834.91,100.4,10
ORD-100461,2019-04-20,2019-04-23,South,UK,Technology,Phones,Phones Product 461,1049.24,193.56,1
ORD-100462,2019-12-22,2019-12-23,South,India,Technology,Laptops,Laptops Product 462,1319.39,144.93,6
ORD-100463,2019-07-26,2019-07-29,South,UK,Furniture,Tables,Tables Product 463,1775.65,131.39,7
ORD-100464,2019-09-20,2019-09-23,East,Canada,Office Supplies,Binders,Binders Product 464,1733.65,370.58,9
ORD-100465,2019-04-16,2019-04-18,West,UK,Technology,Phones,Phones Product 465,295.83,49.05,2
ORD-100466,2019-09-01,2019-09-04,East,Canada,Office Supplies,Storage,Storage Product 466,225.58,43.64,9
ORD-100467,2019-10-18,2019-10-20,South,Canada,Furniture,Bookcases,Bookcases Product 467,416.45,98.05,5
ORD-100468,2019-08-28,2019-08-29,Central,India,Furniture,Bookcases,Bookcases Product 468,1993.16,475.96,2
ORD-100469,2019-11-04,2019-11-08,West,USA,Office Supplies,Binders,Binders Product 469,1177.92,239.35,3
ORD-100470,2019-03-29,2019-03-30,West,Canada,Technology,Phones,Phones Product 470,588.98,138.58,5
ORD-100471,2019-09-07,2019-09-08,South,USA,Technology,Laptops,Laptops Product 471,428.72,25.9,3
ORD-100472,2019-04-16,2019-04-19,West,Canada,Technology,Laptops,Laptops Product 472,1379.68,250.92,9
ORD-100473,2019-02-06,2019-02-08,South,USA,Furniture,Tables,Tables Product 473,1724.85,209.75,4
ORD-100474,2019-05-05,2019-05-08,Central,USA,Technology,Accessories,Accessories Product 474,1245.3,102.02,9
ORD-100475,2019-08-24,2019-08-25,East,USA,Technology,Accessories,Accessories Product 475,1544.37,365.15,1
ORD-100476,2019-02-14,2019-02-19,Central,UK,Technology,Phones,Phones Product 476,718.3,58.38,1
ORD-100477,2019-05-09,2019-05-12,Central,UK,Office Supplies,Storage,Storage Product 477,796.49,109.85,1
ORD-100478,2019-03-05,2019-03-10,East,UK,Furniture,Chairs,Chairs Product 478,216.68,51.63,2
ORD-100479,2019-04-10,2019-04-15,West,India,Technology,Laptops,Laptops Product 479,1808.65,316.44,10
ORD-100480,2019-07-16,2019-07-18,South,UK,Technology,Laptops,Laptops Product 480,380.03,62.43,8
ORD-100481,2019-03-19,2019-03-24,Central,UK,Furniture,Tables,Tables Product 481,833.09,56.26,7
ORD-100482,2019-12-22,2019-12-24,Central,Canada,Furniture,Bookcases,Bookcases Product 482,228.37,46.88,4
ORD-100483,2019-10-24,2019-10-26,East,UK,Technology,Laptops,Laptops Product 483,1920.06,450.2,10
ORD-100484,2019-08-22,2019-08-24,South,Canada,Office Supplies,Paper,Paper Product 484,477.5,51.45,6
ORD-100485,2019-08-29,2019-09-01,South,India,Office Supplies,Paper,Paper Product 485,1688.03,224.96,2
ORD-100486,2019-12-28,2019-12-29,South,UK,Technology,Laptops,Laptops Product 486,569.69,136.39,1
ORD-100487,2019-11-05,2019-11-07,Central,USA,Technology,Accessories,Accessories Product 487,81.99,9.38,5
ORD-100488,2019-04-27,2019-04-28,East,India,Technology,Phones,Phones Product 488,1587.97,379.84,4
ORD-100489,2019-03-28,2019-04-01,East,India,Furniture,Bookcases,Bookcases Product 489,984.04,200.91,10
ORD-100490,2019-01-01,2019-01-02,West,India,Furniture,Bookcases,Bookcases Product 490,1731.92,239.5,7
ORD-100491,2019-12-30,2020-01-01,East,USA,Technology,Laptops,Laptops Product 491,545.29,37.95,7
ORD-100492,2019-06-26,2019-06-28,East,Canada,Technology,Accessories,Accessories Product 492,1492.53,355.26,6
ORD-100493,2019-07-26,2019-07-29,South,India,Office Supplies,Paper,Paper Product 493,395.1,23.27,6
ORD-100494,2019-11-03,2019-11-05,South,Canada,Office Supplies,Binders,Binders Product 494,1918.82,471.65,3
ORD-100495,2019-06-06,2019-06-10,West,India,Office Supplies,Paper,Paper Product 495,1909.18,278.19,8
ORD-100496,2019-10-14,2019-10-17,South,Canada,Office Supplies,Binders,Binders Product 496,1219.05,185.1,1
ORD-100497,2019-08-21,2019-08-22,South,Canada,Furniture,Chairs,Chairs Product 497,146.58,23.42,2
ORD-100498,2019-05-07,2019-05-11,West,UK,Office Supplies,Storage,Storage Product 498,1856.58,279.2,1
ORD-100499,2019-07-21,2019-07-25,East,India,Technology,Laptops,Laptops Product 499,997.13,217.62,3
ORD-100500,2019-09-11,2019-09-16,East,India,Office Supplies,Paper,Paper Product 500,1987.75,222.04,7
ORD-100501,2019-01-03,2019-01-04,West,UK,Technology,Laptops,Laptops Product 501,663.09,132.37,1
ORD-100502,2019-10-29,2019-11-02,West,Canada,Office Supplies,Storage,Storage Product 502,1927.34,428.61,10
ORD-100503,2019-05-27,2019-05-31,South,UK,Technology,Accessories,Accessories Product 503,1505.6,254.06,8
ORD-100504,2019-01-19,2019-01-24,Central,India,Technology,Accessories,Accessories Product 504,1911.37,458.13,5
